C,Si,Mn,P,S,Cu,Al,N2,Nb,Ti,Total,UTS
0.063,0.007,0.195,0.008,0.009,0.023,0.039,0.048,0.002,0.001,0.395,356
0.055,0.009,0.211,0.01,0.005,0.01,0.043,0.043,0,0.001,0.387,366
0.055,0.009,0.211,0.01,0.005,0.01,0.043,0.043,0,0.001,0.387,366
0.055,0.009,0.211,0.01,0.005,0.01,0.043,0.043,0,0.001,0.387,366
0.039,0.01,0.219,0.007,0.009,0.026,0.045,0.032,0.002,0.002,0.391,349
0.033,0.01,0.215,0.009,0.006,0.01,0.044,0.04,0.002,0.002,0.371,344
0.043,0.008,0.197,0.01,0.006,0.011,0.039,0.045,0.001,0.002,0.362,368
0.053,0.013,0.188,0.008,0.004,0.011,0.041,0.06,0.001,0.003,0.382,350
0.145,0.196,0.917,0.008,0.004,0.01,0.037,0.036,0.034,0.002,1.389,555
0.155,0.183,0.905,0.008,0.004,0.017,0.025,0.039,0.034,0.002,1.372,553
0.145,0.196,0.917,0.008,0.004,0.01,0.037,0.036,0.034,0.002,1.389,555
0.155,0.183,0.905,0.008,0.004,0.017,0.025,0.039,0.034,0.002,1.372,553
0.155,0.183,0.905,0.008,0.004,0.017,0.025,0.039,0.034,0.002,1.372,553
0.159,0.203,0.931,0.011,0.003,0.012,0.026,0.034,0.034,0.002,1.415,569
0.139,0.173,0.559,0.012,0.006,0.01,0.036,0.032,0.001,0.001,0.969,433
0.133,0.151,0.539,0.008,0.006,0.024,0.04,0.042,0.002,0.002,0.947,434
0.136,0.161,0.555,0.011,0.004,0.011,0.031,0.032,0.001,0.002,0.944,420
0.133,0.166,0.556,0.007,0.004,0.012,0.032,0.034,0,0.001,0.945,444
0.145,0.196,0.917,0.008,0.004,0.01,0.037,0.036,0.034,0.002,1.389,555
0.155,0.183,0.905,0.008,0.004,0.017,0.025,0.039,0.034,0.002,1.372,553
0.155,0.183,0.905,0.008,0.004,0.017,0.025,0.039,0.034,0.002,1.372,553
0.155,0.183,0.905,0.008,0.004,0.017,0.025,0.039,0.034,0.002,1.372,553
0.159,0.203,0.931,0.011,0.003,0.012,0.026,0.034,0.034,0.002,1.415,569
0.155,0.183,0.905,0.008,0.004,0.017,0.025,0.039,0.034,0.002,1.372,553
0.135,0.191,0.901,0.011,0.005,0.013,0.041,0.048,0.034,0.002,1.381,551
0.135,0.191,0.901,0.011,0.005,0.013,0.041,0.048,0.034,0.002,1.381,551
0.047,0.014,0.192,0.009,0.005,0.017,0.036,0.05,0.001,0.002,0.373,354
0.042,0.014,0.207,0.009,0.006,0.035,0.04,0.05,0.003,0.002,0.408,356
0.039,0.01,0.219,0.007,0.009,0.026,0.045,0.032,0.002,0.002,0.391,349
0.041,0.011,0.21,0.01,0.004,0.014,0.04,0.031,0.002,0.001,0.364,344
0.049,0.013,0.213,0.01,0.006,0.012,0.041,0.029,0.003,0.001,0.377,355
0.053,0.012,0.216,0.019,0.006,0.011,0.059,0.039,0,0.001,0.416,366
0.047,0.008,0.211,0.007,0.007,0.02,0.04,0.036,0.002,0.001,0.379,344
0.047,0.008,0.211,0.007,0.007,0.02,0.04,0.036,0.002,0.001,0.379,344
0.049,0.012,0.223,0.009,0.006,0.027,0.044,0,0.002,0.002,0.374,340
0.042,0.009,0.227,0.008,0.007,0.027,0.037,0,0.002,0.001,0.36,364
0.049,0.012,0.191,0.009,0.005,0.01,0.029,0.043,0.002,0.002,0.352,345
0.04,0.009,0.203,0.008,0.004,0.021,0.039,0.038,0.002,0.001,0.365,346
0.04,0.017,0.237,0.015,0.007,0.024,0.05,0.029,0.002,0.002,0.423,403
0.056,0.013,0.211,0.01,0.005,0.013,0.042,0.036,0.002,0.002,0.39,360
0.056,0.013,0.211,0.01,0.005,0.013,0.042,0.036,0.002,0.002,0.39,360
0.056,0.013,0.211,0.01,0.005,0.013,0.042,0.036,0.002,0.002,0.39,360
0.056,0.013,0.211,0.01,0.005,0.013,0.042,0.036,0.002,0.002,0.39,360
0.056,0.013,0.211,0.01,0.005,0.013,0.042,0.036,0.002,0.002,0.39,360
0.046,0.013,0.241,0.006,0.005,0.031,0.041,0.053,0.001,0.002,0.439,355
0.046,0.013,0.241,0.006,0.005,0.031,0.041,0.053,0.001,0.002,0.439,355
0.046,0.013,0.241,0.006,0.005,0.031,0.041,0.053,0.001,0.002,0.439,355
0.046,0.013,0.241,0.006,0.005,0.031,0.041,0.053,0.001,0.002,0.439,355
0.046,0.013,0.241,0.006,0.005,0.031,0.041,0.053,0.001,0.002,0.439,355
0.046,0.013,0.241,0.006,0.005,0.031,0.041,0.053,0.001,0.002,0.439,355
0.046,0.013,0.241,0.006,0.005,0.031,0.041,0.053,0.001,0.002,0.439,355
0.044,0.011,0.209,0.012,0.01,0.019,0.045,0.03,0.002,0.002,0.384,354
0.041,0.013,0.22,0.011,0.006,0.026,0.045,0.03,0.001,0.002,0.395,345
0.041,0.013,0.22,0.011,0.006,0.026,0.045,0.03,0.001,0.002,0.395,345
0.041,0.013,0.22,0.011,0.006,0.026,0.045,0.03,0.001,0.002,0.395,345
0.041,0.013,0.22,0.011,0.006,0.026,0.045,0.03,0.001,0.002,0.395,345
0.041,0.013,0.22,0.011,0.006,0.026,0.045,0.03,0.001,0.002,0.395,345
0.041,0.013,0.22,0.011,0.006,0.026,0.045,0.03,0.001,0.002,0.395,345
0.041,0.013,0.22,0.011,0.006,0.026,0.045,0.03,0.001,0.002,0.395,345
0.044,0.01,0.201,0.009,0.004,0.012,0.038,0.027,0.002,0.002,0.349,334
0.052,0.024,0.21,0.008,0.004,0.022,0.047,0.024,0.002,0.002,0.395,346
0.044,0.01,0.201,0.009,0.004,0.012,0.038,0.027,0.002,0.002,0.349,334
0.041,0.013,0.22,0.011,0.006,0.026,0.045,0.03,0.001,0.002,0.395,345
0.04,0.019,0.202,0.008,0.009,0.025,0.046,0.024,0.002,0.002,0.377,336
0.04,0.019,0.202,0.008,0.009,0.025,0.046,0.024,0.002,0.002,0.377,336
0.04,0.019,0.202,0.008,0.009,0.025,0.046,0.024,0.002,0.002,0.377,336
0.04,0.019,0.202,0.008,0.009,0.025,0.046,0.024,0.002,0.002,0.377,336
0.04,0.019,0.202,0.008,0.009,0.025,0.046,0.024,0.002,0.002,0.377,336
0.04,0.019,0.202,0.008,0.009,0.025,0.046,0.024,0.002,0.002,0.377,336
0.04,0.019,0.202,0.008,0.009,0.025,0.046,0.024,0.002,0.002,0.377,336
0.04,0.019,0.202,0.008,0.009,0.025,0.046,0.024,0.002,0.002,0.377,336
0.052,0.024,0.21,0.008,0.004,0.022,0.047,0.024,0.002,0.002,0.395,346
0.052,0.024,0.21,0.008,0.004,0.022,0.047,0.024,0.002,0.002,0.395,346
0.192,0.136,1.372,0.009,0.002,0.013,0.033,0.025,0,0.001,1.783,576
0.192,0.136,1.372,0.009,0.002,0.013,0.033,0.025,0,0.001,1.783,576
0.192,0.136,1.372,0.009,0.002,0.013,0.033,0.025,0,0.001,1.783,576
0.04,0.019,0.202,0.008,0.009,0.025,0.046,0.024,0.002,0.002,0.377,336
0.052,0.024,0.21,0.008,0.004,0.022,0.047,0.024,0.002,0.002,0.395,346
0.044,0.01,0.201,0.009,0.004,0.012,0.038,0.027,0.002,0.002,0.349,334
0.044,0.01,0.201,0.009,0.004,0.012,0.038,0.027,0.002,0.002,0.349,334
0.046,0.016,0.204,0.008,0.003,0.014,0.041,0.043,0.001,0.001,0.377,358
0.046,0.016,0.204,0.008,0.003,0.014,0.041,0.043,0.001,0.001,0.377,358
0.046,0.016,0.204,0.008,0.003,0.014,0.041,0.043,0.001,0.001,0.377,358
0.052,0.012,0.218,0.011,0.005,0.014,0.043,0.027,0.001,0.001,0.384,355
0.053,0.018,0.191,0.006,0.005,0.018,0.043,0.038,0.003,0.001,0.376,359
0.053,0.018,0.191,0.006,0.005,0.018,0.043,0.038,0.003,0.001,0.376,359
0.053,0.018,0.191,0.006,0.005,0.018,0.043,0.038,0.003,0.001,0.376,359
0.053,0.018,0.191,0.006,0.005,0.018,0.043,0.038,0.003,0.001,0.376,359
0.039,0.016,0.203,0.007,0.007,0.036,0.045,0.059,0.003,0.001,0.416,365
0.039,0.016,0.203,0.007,0.007,0.036,0.045,0.059,0.003,0.001,0.416,365
0.041,0.012,0.22,0.014,0.008,0.028,0.048,0.04,0.003,0.001,0.415,358
0.041,0.012,0.22,0.014,0.008,0.028,0.048,0.04,0.003,0.001,0.415,358
0.046,0.019,0.217,0.015,0.005,0.028,0.04,0.032,0.002,0.001,0.405,356
0.052,0.012,0.218,0.011,0.005,0.014,0.043,0.027,0.001,0.001,0.384,355
0.049,0.014,0.209,0.007,0.005,0.024,0.041,0.035,0.002,0.001,0.387,341
0.052,0.012,0.218,0.011,0.005,0.014,0.043,0.027,0.001,0.001,0.384,355
0.049,0.014,0.209,0.007,0.005,0.024,0.041,0.035,0.002,0.001,0.387,341
0.049,0.014,0.209,0.007,0.005,0.024,0.041,0.035,0.002,0.001,0.387,341
0.049,0.014,0.209,0.007,0.005,0.024,0.041,0.035,0.002,0.001,0.387,341
0.045,0.01,0.209,0.007,0.007,0.028,0.052,0.046,0.003,0.002,0.409,354
0.041,0.012,0.22,0.014,0.008,0.028,0.048,0.04,0.003,0.001,0.415,358
0.041,0.012,0.22,0.014,0.008,0.028,0.048,0.04,0.003,0.001,0.415,358
0.041,0.012,0.22,0.014,0.008,0.028,0.048,0.04,0.003,0.001,0.415,358
0.041,0.012,0.22,0.014,0.008,0.028,0.048,0.04,0.003,0.001,0.415,358
0.041,0.012,0.22,0.014,0.008,0.028,0.048,0.04,0.003,0.001,0.415,358
0.041,0.012,0.22,0.014,0.008,0.028,0.048,0.04,0.003,0.001,0.415,358
0.044,0.012,0.211,0.007,0.005,0.011,0.042,0.045,0.003,0.001,0.381,342
0.048,0.009,0.199,0.01,0.013,0.035,0.036,0.049,0.002,0.001,0.402,343
0.039,0.016,0.203,0.007,0.007,0.036,0.045,0.059,0.003,0.001,0.416,365
0.048,0.009,0.199,0.01,0.013,0.035,0.036,0.049,0.002,0.001,0.402,343
0.043,0.012,0.215,0.006,0.006,0.031,0.045,0.035,0.001,0.001,0.395,360
0.043,0.012,0.215,0.006,0.006,0.031,0.045,0.035,0.001,0.001,0.395,360
0.05,0.008,0.231,0.007,0.006,0.025,0.041,0.028,0.001,0.001,0.398,349
0.044,0.007,0.207,0.006,0.009,0.037,0.038,0.042,0.001,0.001,0.392,359
0.043,0.012,0.215,0.006,0.006,0.031,0.045,0.035,0.001,0.001,0.395,360
0.045,0.011,0.208,0.012,0.006,0.013,0.037,0.024,0.001,0.001,0.358,343
0.045,0.011,0.208,0.012,0.006,0.013,0.037,0.024,0.001,0.001,0.358,343
0.045,0.011,0.208,0.012,0.006,0.013,0.037,0.024,0.001,0.001,0.358,343
0.042,0.018,0.2,0.007,0.004,0.014,0.047,0.025,0.002,0.001,0.36,362
0.042,0.018,0.2,0.007,0.004,0.014,0.047,0.025,0.002,0.001,0.36,362
0.042,0.018,0.2,0.007,0.004,0.014,0.047,0.025,0.002,0.001,0.36,362
0.042,0.018,0.2,0.007,0.004,0.014,0.047,0.025,0.002,0.001,0.36,362
0.042,0.018,0.2,0.007,0.004,0.014,0.047,0.025,0.002,0.001,0.36,362
0.042,0.018,0.2,0.007,0.004,0.014,0.047,0.025,0.002,0.001,0.36,362
0.047,0.008,0.211,0.007,0.007,0.02,0.04,0.036,0.002,0.001,0.379,344
0.054,0.012,0.21,0.009,0.007,0.022,0.046,0.04,0.002,0.002,0.404,359
0.058,0.01,0.202,0.009,0.005,0.012,0.037,0.035,0.002,0.001,0.371,358
0.058,0.011,0.2,0.012,0.009,0.027,0.04,0.028,0.002,0.001,0.388,328
0.054,0.015,0.222,0.007,0.006,0.017,0.045,0.026,0.002,0.001,0.395,358
0.054,0.015,0.222,0.007,0.006,0.017,0.045,0.026,0.002,0.001,0.395,358
0.054,0.015,0.222,0.007,0.006,0.017,0.045,0.026,0.002,0.001,0.395,358
0.054,0.019,0.209,0.012,0.003,0.017,0.036,0.058,0.002,0.002,0.412,371
0.044,0.007,0.207,0.006,0.009,0.037,0.038,0.042,0.001,0.001,0.392,359
0.054,0.019,0.209,0.012,0.003,0.017,0.036,0.058,0.002,0.002,0.412,371
0.053,0.018,0.191,0.006,0.005,0.018,0.043,0.038,0.003,0.001,0.376,359
0.039,0.016,0.203,0.007,0.007,0.036,0.045,0.059,0.003,0.001,0.416,365
0.039,0.016,0.203,0.007,0.007,0.036,0.045,0.059,0.003,0.001,0.416,365
0.039,0.016,0.203,0.007,0.007,0.036,0.045,0.059,0.003,0.001,0.416,365
0.039,0.016,0.203,0.007,0.007,0.036,0.045,0.059,0.003,0.001,0.416,365
0.039,0.016,0.203,0.007,0.007,0.036,0.045,0.059,0.003,0.001,0.416,365
0.044,0.012,0.211,0.007,0.005,0.011,0.042,0.045,0.003,0.001,0.381,342
0.044,0.012,0.211,0.007,0.005,0.011,0.042,0.045,0.003,0.001,0.381,342
0.044,0.012,0.211,0.007,0.005,0.011,0.042,0.045,0.003,0.001,0.381,342
0.046,0.019,0.217,0.015,0.005,0.028,0.04,0.032,0.002,0.001,0.405,356
0.046,0.019,0.217,0.015,0.005,0.028,0.04,0.032,0.002,0.001,0.405,356
0.047,0.008,0.193,0.008,0.007,0.024,0.043,0.024,0.002,0.001,0.357,358
0.047,0.008,0.193,0.008,0.007,0.024,0.043,0.024,0.002,0.001,0.357,358
0.047,0.008,0.193,0.008,0.007,0.024,0.043,0.024,0.002,0.001,0.357,358
0.049,0.012,0.192,0.009,0.005,0.016,0.039,0.035,0.002,0.001,0.36,346
0.054,0.008,0.202,0.009,0.006,0.014,0.036,0.036,0.001,0.001,0.367,364
0.054,0.008,0.202,0.009,0.006,0.014,0.036,0.036,0.001,0.001,0.367,364
0.054,0.008,0.202,0.009,0.006,0.014,0.036,0.036,0.001,0.001,0.367,364
0.054,0.008,0.202,0.009,0.006,0.014,0.036,0.036,0.001,0.001,0.367,364
0.054,0.008,0.202,0.009,0.006,0.014,0.036,0.036,0.001,0.001,0.367,364
0.04,0.009,0.219,0.005,0.005,0.02,0.043,0.026,0.002,0.001,0.37,355
0.04,0.009,0.219,0.005,0.005,0.02,0.043,0.026,0.002,0.001,0.37,355
0.04,0.009,0.219,0.005,0.005,0.02,0.043,0.026,0.002,0.001,0.37,355
0.043,0.009,0.213,0.006,0.007,0.027,0.044,0.043,0.002,0.001,0.395,359
0.039,0.016,0.211,0.01,0.004,0.015,0.045,0.023,0.002,0.002,0.367,347
0.052,0.024,0.21,0.008,0.004,0.022,0.047,0.024,0.002,0.002,0.395,346
0.044,0.01,0.201,0.009,0.004,0.012,0.038,0.027,0.002,0.002,0.349,334
0.052,0.024,0.21,0.008,0.004,0.022,0.047,0.024,0.002,0.002,0.395,346
0.052,0.024,0.21,0.008,0.004,0.022,0.047,0.024,0.002,0.002,0.395,346
0.052,0.024,0.21,0.008,0.004,0.022,0.047,0.024,0.002,0.002,0.395,346
0.044,0.01,0.201,0.009,0.004,0.012,0.038,0.027,0.002,0.002,0.349,334
0.049,0.015,0.209,0.015,0.007,0.024,0.039,0.023,0.002,0.002,0.385,357
0.049,0.015,0.209,0.015,0.007,0.024,0.039,0.023,0.002,0.002,0.385,357
0.04,0.017,0.237,0.015,0.007,0.024,0.05,0.029,0.002,0.002,0.423,403
0.049,0.015,0.209,0.015,0.007,0.024,0.039,0.023,0.002,0.002,0.385,357
0.04,0.017,0.237,0.015,0.007,0.024,0.05,0.029,0.002,0.002,0.423,403
0.044,0.011,0.209,0.012,0.01,0.019,0.045,0.03,0.002,0.002,0.384,354
0.04,0.017,0.237,0.015,0.007,0.024,0.05,0.029,0.002,0.002,0.423,403
0.04,0.017,0.237,0.015,0.007,0.024,0.05,0.029,0.002,0.002,0.423,403
0.04,0.017,0.237,0.015,0.007,0.024,0.05,0.029,0.002,0.002,0.423,403
0.04,0.017,0.237,0.015,0.007,0.024,0.05,0.029,0.002,0.002,0.423,403
0.044,0.007,0.207,0.006,0.009,0.037,0.038,0.042,0.001,0.001,0.392,359
0.044,0.007,0.207,0.006,0.009,0.037,0.038,0.042,0.001,0.001,0.392,359
0.049,0.014,0.209,0.007,0.005,0.024,0.041,0.035,0.002,0.001,0.387,341
0.049,0.014,0.209,0.007,0.005,0.024,0.041,0.035,0.002,0.001,0.387,341
0.047,0.014,0.202,0.008,0.006,0.032,0.041,0.054,0.002,0.001,0.407,360
0.047,0.014,0.202,0.008,0.006,0.032,0.041,0.054,0.002,0.001,0.407,360
0.053,0.01,0.201,0.01,0.006,0.015,0.039,0.033,0.002,0.002,0.371,362
0.053,0.01,0.201,0.01,0.006,0.015,0.039,0.033,0.002,0.002,0.371,362
0.053,0.01,0.201,0.01,0.006,0.015,0.039,0.033,0.002,0.002,0.371,362
0.053,0.01,0.201,0.01,0.006,0.015,0.039,0.033,0.002,0.002,0.371,362
0.049,0.009,0.194,0.01,0.009,0.036,0.039,0.048,0.002,0.002,0.398,359
0.049,0.009,0.195,0.01,0.007,0.019,0.038,0.032,0.002,0.002,0.363,351
0.049,0.009,0.194,0.01,0.009,0.036,0.039,0.048,0.002,0.002,0.398,359
0.049,0.009,0.195,0.01,0.007,0.019,0.038,0.032,0.002,0.002,0.363,351
0.049,0.014,0.209,0.007,0.005,0.024,0.041,0.035,0.002,0.001,0.387,341
0.052,0.012,0.218,0.011,0.005,0.014,0.043,0.027,0.001,0.001,0.384,355
0.042,0.018,0.2,0.007,0.004,0.014,0.047,0.025,0.002,0.001,0.36,362
0.043,0.007,0.194,0.005,0.005,0.019,0.041,0.034,0.002,0.001,0.351,327
0.043,0.007,0.194,0.005,0.005,0.019,0.041,0.034,0.002,0.001,0.351,327
0.054,0.015,0.222,0.007,0.006,0.017,0.045,0.026,0.002,0.001,0.395,358
0.054,0.019,0.209,0.012,0.003,0.017,0.036,0.058,0.002,0.002,0.412,371
0.054,0.019,0.209,0.012,0.003,0.017,0.036,0.058,0.002,0.002,0.412,371
0.047,0.008,0.193,0.008,0.007,0.024,0.043,0.024,0.002,0.001,0.357,358
0.047,0.008,0.193,0.008,0.007,0.024,0.043,0.024,0.002,0.001,0.357,358
0.046,0.008,0.184,0.01,0.006,0.013,0.038,0.029,0.002,0.002,0.338,361
0.047,0.019,0.215,0.007,0.006,0.038,0.037,0.037,0.002,0.001,0.409,368
0.047,0.019,0.215,0.007,0.006,0.038,0.037,0.037,0.002,0.001,0.409,368
0.047,0.019,0.215,0.007,0.006,0.038,0.037,0.037,0.002,0.001,0.409,368
0.047,0.019,0.215,0.007,0.006,0.038,0.037,0.037,0.002,0.001,0.409,368
0.047,0.019,0.215,0.007,0.006,0.038,0.037,0.037,0.002,0.001,0.409,368
0.047,0.019,0.215,0.007,0.006,0.038,0.037,0.037,0.002,0.001,0.409,368
0.047,0.019,0.215,0.007,0.006,0.038,0.037,0.037,0.002,0.001,0.409,368
0.047,0.019,0.215,0.007,0.006,0.038,0.037,0.037,0.002,0.001,0.409,368
0.035,0.018,0.189,0.01,0.007,0.024,0.045,0.037,0.001,0.001,0.367,360
0.035,0.018,0.189,0.01,0.007,0.024,0.045,0.037,0.001,0.001,0.367,360
0.035,0.018,0.189,0.01,0.007,0.024,0.045,0.037,0.001,0.001,0.367,360
0.038,0.01,0.224,0.009,0.004,0.015,0.039,0.037,0.001,0.001,0.378,359
0.035,0.018,0.189,0.01,0.007,0.024,0.045,0.037,0.001,0.001,0.367,360
0.047,0.014,0.202,0.008,0.006,0.032,0.041,0.054,0.002,0.001,0.407,360
0.047,0.014,0.202,0.008,0.006,0.032,0.041,0.054,0.002,0.001,0.407,360
0.047,0.014,0.202,0.008,0.006,0.032,0.041,0.054,0.002,0.001,0.407,360
0.047,0.014,0.202,0.008,0.006,0.032,0.041,0.054,0.002,0.001,0.407,360
0.044,0.01,0.201,0.009,0.004,0.012,0.038,0.027,0.002,0.002,0.349,334
0.044,0.01,0.201,0.009,0.004,0.012,0.038,0.027,0.002,0.002,0.349,334
0.044,0.01,0.201,0.009,0.004,0.012,0.038,0.027,0.002,0.002,0.349,334
0.044,0.01,0.201,0.009,0.004,0.012,0.038,0.027,0.002,0.002,0.349,334
0.044,0.01,0.201,0.009,0.004,0.012,0.038,0.027,0.002,0.002,0.349,334
0.046,0.013,0.241,0.006,0.005,0.031,0.041,0.053,0.001,0.002,0.439,355
0.046,0.013,0.241,0.006,0.005,0.031,0.041,0.053,0.001,0.002,0.439,355
0.056,0.013,0.211,0.01,0.005,0.013,0.042,0.036,0.002,0.002,0.39,360
0.046,0.013,0.241,0.006,0.005,0.031,0.041,0.053,0.001,0.002,0.439,355
0.048,0.013,0.195,0.009,0.008,0.025,0.033,0.035,0.002,0.001,0.369,359
0.048,0.013,0.195,0.009,0.008,0.025,0.033,0.035,0.002,0.001,0.369,359
0.048,0.013,0.195,0.009,0.008,0.025,0.033,0.035,0.002,0.001,0.369,359
0.048,0.013,0.195,0.009,0.008,0.025,0.033,0.035,0.002,0.001,0.369,359
0.048,0.013,0.195,0.009,0.008,0.025,0.033,0.035,0.002,0.001,0.369,359
0.045,0.007,0.208,0.01,0.007,0.024,0.039,0.037,0.002,0.001,0.38,358
0.045,0.007,0.208,0.01,0.007,0.024,0.039,0.037,0.002,0.001,0.38,358
0.045,0.007,0.208,0.01,0.007,0.024,0.039,0.037,0.002,0.001,0.38,358
0.045,0.007,0.208,0.01,0.007,0.024,0.039,0.037,0.002,0.001,0.38,358
0.045,0.007,0.208,0.01,0.007,0.024,0.039,0.037,0.002,0.001,0.38,358
0.045,0.007,0.208,0.01,0.007,0.024,0.039,0.037,0.002,0.001,0.38,358
0.045,0.007,0.208,0.01,0.007,0.024,0.039,0.037,0.002,0.001,0.38,358
0.038,0.01,0.224,0.009,0.004,0.015,0.039,0.037,0.001,0.001,0.378,359
0.038,0.01,0.224,0.009,0.004,0.015,0.039,0.037,0.001,0.001,0.378,359
0.038,0.01,0.224,0.009,0.004,0.015,0.039,0.037,0.001,0.001,0.378,359
0.038,0.01,0.224,0.009,0.004,0.015,0.039,0.037,0.001,0.001,0.378,359
0.038,0.01,0.224,0.009,0.004,0.015,0.039,0.037,0.001,0.001,0.378,359
0.044,0.01,0.195,0.007,0.006,0.014,0.04,0.044,0.001,0.002,0.363,343
0.044,0.01,0.195,0.007,0.006,0.014,0.04,0.044,0.001,0.002,0.363,343
0.04,0.012,0.209,0.006,0.005,0.023,0.039,0.044,0.002,0.001,0.381,344
0.043,0.014,0.2,0.008,0.007,0.041,0.039,0.038,0.001,0.001,0.392,346
0.043,0.014,0.2,0.008,0.007,0.041,0.039,0.038,0.001,0.001,0.392,346
0.047,0.019,0.215,0.007,0.006,0.038,0.037,0.037,0.002,0.001,0.409,368
0.043,0.014,0.2,0.008,0.007,0.041,0.039,0.038,0.001,0.001,0.392,346
0.043,0.014,0.2,0.008,0.007,0.041,0.039,0.038,0.001,0.001,0.392,346
0.04,0.012,0.209,0.006,0.005,0.023,0.039,0.044,0.002,0.001,0.381,344
0.043,0.014,0.2,0.008,0.007,0.041,0.039,0.038,0.001,0.001,0.392,346
0.043,0.014,0.2,0.008,0.007,0.041,0.039,0.038,0.001,0.001,0.392,346
0.053,0.01,0.201,0.01,0.006,0.015,0.039,0.033,0.002,0.002,0.371,362
0.053,0.01,0.201,0.01,0.006,0.015,0.039,0.033,0.002,0.002,0.371,362
0.053,0.01,0.201,0.01,0.006,0.015,0.039,0.033,0.002,0.002,0.371,362
0.053,0.01,0.201,0.01,0.006,0.015,0.039,0.033,0.002,0.002,0.371,362
0.049,0.009,0.195,0.01,0.007,0.019,0.038,0.032,0.002,0.002,0.363,351
0.049,0.009,0.195,0.01,0.007,0.019,0.038,0.032,0.002,0.002,0.363,351
0.049,0.009,0.195,0.01,0.007,0.019,0.038,0.032,0.002,0.002,0.363,351
0.049,0.009,0.195,0.01,0.007,0.019,0.038,0.032,0.002,0.002,0.363,351
0.049,0.009,0.195,0.01,0.007,0.019,0.038,0.032,0.002,0.002,0.363,351
0.039,0.016,0.211,0.01,0.004,0.015,0.045,0.023,0.002,0.002,0.367,347
0.04,0.017,0.237,0.015,0.007,0.024,0.05,0.029,0.002,0.002,0.423,403
0.04,0.017,0.237,0.015,0.007,0.024,0.05,0.029,0.002,0.002,0.423,403
0.056,0.013,0.211,0.01,0.005,0.013,0.042,0.036,0.002,0.002,0.39,360
0.046,0.013,0.241,0.006,0.005,0.031,0.041,0.053,0.001,0.002,0.439,355
0.044,0.011,0.209,0.012,0.01,0.019,0.045,0.03,0.002,0.002,0.384,354
0.044,0.011,0.209,0.012,0.01,0.019,0.045,0.03,0.002,0.002,0.384,354
0.044,0.011,0.209,0.012,0.01,0.019,0.045,0.03,0.002,0.002,0.384,354
0.044,0.011,0.209,0.012,0.01,0.019,0.045,0.03,0.002,0.002,0.384,354
0.044,0.011,0.209,0.012,0.01,0.019,0.045,0.03,0.002,0.002,0.384,354
0.044,0.011,0.209,0.012,0.01,0.019,0.045,0.03,0.002,0.002,0.384,354
0.039,0.016,0.211,0.01,0.004,0.015,0.045,0.023,0.002,0.002,0.367,347
0.039,0.016,0.211,0.01,0.004,0.015,0.045,0.023,0.002,0.002,0.367,347
0.044,0.011,0.209,0.012,0.01,0.019,0.045,0.03,0.002,0.002,0.384,354
0.044,0.011,0.209,0.012,0.01,0.019,0.045,0.03,0.002,0.002,0.384,354
0.04,0.017,0.237,0.015,0.007,0.024,0.05,0.029,0.002,0.002,0.423,403
0.048,0.014,0.203,0.014,0.005,0.011,0.044,0.023,0.002,0.002,0.366,337
0.039,0.016,0.211,0.01,0.004,0.015,0.045,0.023,0.002,0.002,0.367,347
0.044,0.011,0.209,0.012,0.01,0.019,0.045,0.03,0.002,0.002,0.384,354
0.044,0.011,0.209,0.012,0.01,0.019,0.045,0.03,0.002,0.002,0.384,354
0.046,0.019,0.217,0.015,0.005,0.028,0.04,0.032,0.002,0.001,0.405,356
0.046,0.019,0.217,0.015,0.005,0.028,0.04,0.032,0.002,0.001,0.405,356
0.043,0.009,0.213,0.006,0.007,0.027,0.044,0.043,0.002,0.001,0.395,359
0.044,0.01,0.195,0.007,0.006,0.014,0.04,0.044,0.001,0.002,0.363,343
0.038,0.01,0.224,0.009,0.004,0.015,0.039,0.037,0.001,0.001,0.378,359
0.038,0.01,0.224,0.009,0.004,0.015,0.039,0.037,0.001,0.001,0.378,359
0.048,0.013,0.195,0.009,0.008,0.025,0.033,0.035,0.002,0.001,0.369,359
0.037,0.012,0.216,0.009,0.005,0.015,0.045,0.023,0.003,0.001,0.366,327
0.037,0.012,0.216,0.009,0.005,0.015,0.045,0.023,0.003,0.001,0.366,327
0.037,0.012,0.216,0.009,0.005,0.015,0.045,0.023,0.003,0.001,0.366,327
0.037,0.012,0.216,0.009,0.005,0.015,0.045,0.023,0.003,0.001,0.366,327
0.044,0.01,0.195,0.007,0.006,0.014,0.04,0.044,0.001,0.002,0.363,343
0.044,0.01,0.195,0.007,0.006,0.014,0.04,0.044,0.001,0.002,0.363,343
0.043,0.009,0.213,0.006,0.007,0.027,0.044,0.043,0.002,0.001,0.395,359
0.046,0.019,0.217,0.015,0.005,0.028,0.04,0.032,0.002,0.001,0.405,356
0.047,0.008,0.193,0.008,0.007,0.024,0.043,0.024,0.002,0.001,0.357,358
0.047,0.008,0.193,0.008,0.007,0.024,0.043,0.024,0.002,0.001,0.357,358
0.045,0.01,0.209,0.007,0.007,0.028,0.052,0.046,0.003,0.002,0.409,354
0.045,0.01,0.209,0.007,0.007,0.028,0.052,0.046,0.003,0.002,0.409,354
0.053,0.018,0.191,0.006,0.005,0.018,0.043,0.038,0.003,0.001,0.376,359
