C,Si,Mn,P,S,Cu,Al,N2,Nb,Ti,Total,UTS
0.129,0.158,0.554,0.01,0.005,0.015,0.036,0.037,0.003,0.002,0.949,440
0.125,0.147,0.578,0.012,0.002,0.009,0.028,0.048,0.001,0.002,0.952,453
0.129,0.158,0.554,0.01,0.005,0.015,0.036,0.037,0.003,0.002,0.949,440
0.13,0.152,0.566,0.007,0.002,0.02,0.024,0.05,0,0.001,0.952,448
0.058,0.03,0.548,0.011,0.002,0.007,0.037,0.038,0.033,0.002,0.766,464
0.127,0.158,1.059,0.013,0.006,0.01,0.038,0.036,0.025,0.022,1.494,571
0.127,0.158,1.059,0.013,0.006,0.01,0.038,0.036,0.025,0.022,1.494,571
0.144,0.031,0.887,0.009,0.006,0.026,0.033,0.04,0.035,0.002,1.213,563
0.144,0.031,0.887,0.009,0.006,0.026,0.033,0.04,0.035,0.002,1.213,563
0.144,0.031,0.887,0.009,0.006,0.026,0.033,0.04,0.035,0.002,1.213,563
0.139,0.017,0.938,0.009,0.003,0.008,0.048,0.047,0.036,0.001,1.246,573
0.139,0.015,0.87,0.01,0.005,0.009,0.049,0.028,0.032,0.001,1.158,563
0.139,0.017,0.938,0.009,0.003,0.008,0.048,0.047,0.036,0.001,1.246,573
0.139,0.017,0.938,0.009,0.003,0.008,0.048,0.047,0.036,0.001,1.246,573
0.139,0.017,0.938,0.009,0.003,0.008,0.048,0.047,0.036,0.001,1.246,573
0.139,0.017,0.938,0.009,0.003,0.008,0.048,0.047,0.036,0.001,1.246,573
0.14,0.03,1.015,0.01,0.009,0.025,0.04,0.033,0.003,0.002,1.307,469
0.14,0.03,1.015,0.01,0.009,0.025,0.04,0.033,0.003,0.002,1.307,469
0.14,0.03,1.015,0.01,0.009,0.025,0.04,0.033,0.003,0.002,1.307,469
0.14,0.03,1.015,0.01,0.009,0.025,0.04,0.033,0.003,0.002,1.307,469
0.14,0.03,1.015,0.01,0.009,0.025,0.04,0.033,0.003,0.002,1.307,469
0.14,0.03,1.015,0.01,0.009,0.025,0.04,0.033,0.003,0.002,1.307,469
0.14,0.03,1.015,0.01,0.009,0.025,0.04,0.033,0.003,0.002,1.307,469
0.151,0.026,0.869,0.009,0.007,0.025,0.048,0.037,0.036,0.002,1.21,581
0.148,0.019,0.878,0.007,0.007,0.01,0.05,0.054,0.031,0.002,1.206,586
0.148,0.019,0.878,0.007,0.007,0.01,0.05,0.054,0.031,0.002,1.206,586
0.148,0.019,0.878,0.007,0.007,0.01,0.05,0.054,0.031,0.002,1.206,586
0.151,0.026,0.869,0.009,0.007,0.025,0.048,0.037,0.036,0.002,1.21,581
0.148,0.019,0.878,0.007,0.007,0.01,0.05,0.054,0.031,0.002,1.206,586
0.148,0.019,0.878,0.007,0.007,0.01,0.05,0.054,0.031,0.002,1.206,586
0.148,0.019,0.878,0.007,0.007,0.01,0.05,0.054,0.031,0.002,1.206,586
0.14,0.02,0.938,0.009,0.002,0.018,0.051,0.046,0.037,0.002,1.263,589
0.133,0.017,0.878,0.008,0.007,0.016,0.041,0.025,0.034,0.002,1.161,588
0.142,0.019,0.914,0.009,0.008,0.03,0.057,0.04,0.034,0.001,1.254,603
0.142,0.019,0.914,0.009,0.008,0.03,0.057,0.04,0.034,0.001,1.254,603
0.144,0.018,0.891,0.009,0.006,0.024,0.058,0.039,0.037,0.002,1.228,557
0.133,0.017,0.878,0.008,0.007,0.016,0.041,0.025,0.034,0.002,1.161,588
0.144,0.018,0.891,0.009,0.006,0.024,0.058,0.039,0.037,0.002,1.228,557
0.16,0.019,0.932,0.01,0.006,0.009,0.056,0.042,0.035,0.002,1.271,580
0.144,0.018,0.891,0.009,0.006,0.024,0.058,0.039,0.037,0.002,1.228,557
0.144,0.018,0.891,0.009,0.006,0.024,0.058,0.039,0.037,0.002,1.228,557
0.151,0.026,0.869,0.009,0.007,0.025,0.048,0.037,0.036,0.002,1.21,581
0.151,0.026,0.869,0.009,0.007,0.025,0.048,0.037,0.036,0.002,1.21,581
0.138,0.023,0.912,0.016,0.002,0.01,0.05,0.039,0.039,0.002,1.231,566
0.151,0.026,0.869,0.009,0.007,0.025,0.048,0.037,0.036,0.002,1.21,581
0.106,0.017,0.523,0.011,0.007,0.012,0.044,0.042,0.002,0.002,0.766,391
0.13,0.204,0.91,0.009,0.005,0.012,0.035,0.041,0.021,0.002,1.369,564
0.14,0.198,0.908,0.01,0.007,0.023,0.027,0.05,0.019,0.002,1.384,541
0.14,0.198,0.908,0.01,0.007,0.023,0.027,0.05,0.019,0.002,1.384,541
0.14,0.198,0.908,0.01,0.007,0.023,0.027,0.05,0.019,0.002,1.384,541
0.145,0.208,0.906,0.009,0.003,0.008,0.036,0.046,0.032,0.002,1.395,545
0.13,0.204,0.91,0.009,0.005,0.012,0.035,0.041,0.021,0.002,1.369,564
0.13,0.204,0.91,0.009,0.005,0.012,0.035,0.041,0.021,0.002,1.369,564
0.147,0.178,0.94,0.009,0.004,0.012,0.036,0.046,0.022,0.002,1.396,492
0.145,0.191,0.876,0.014,0.006,0.015,0.032,0.034,0.02,0.002,1.335,550
0.102,0.012,0.497,0.011,0.007,0.018,0.041,0.039,0.001,0.001,0.729,404
0.102,0.013,0.486,0.007,0.006,0.012,0.04,0.04,0.001,0.001,0.708,403
0.107,0.03,0.494,0.008,0.006,0.019,0.03,0.037,0.002,0.002,0.735,429
0.096,0.023,0.536,0.011,0.006,0.014,0.031,0.029,0.003,0.002,0.751,413
0.099,0.009,0.497,0.011,0.005,0.011,0.03,0.03,0.001,0.001,0.694,436
0.096,0.014,0.536,0.011,0.006,0.017,0.042,0.033,0.002,0.001,0.758,411
0.092,0.02,0.522,0.01,0.007,0.01,0.048,0.048,0.002,0.001,0.76,420
0.092,0.02,0.522,0.01,0.007,0.01,0.048,0.048,0.002,0.001,0.76,420
0.095,0.012,0.501,0.011,0.004,0.009,0.037,0.04,0.002,0.001,0.712,410
0.102,0.013,0.486,0.007,0.006,0.012,0.04,0.04,0.001,0.001,0.708,403
0.102,0.022,0.504,0.011,0.005,0.011,0.031,0.048,0.002,0.001,0.737,404
0.125,0.142,0.549,0.01,0.004,0.007,0.03,0.049,0,0.001,0.917,431
0.125,0.142,0.549,0.01,0.004,0.007,0.03,0.049,0,0.001,0.917,431
0.128,0.174,0.584,0.009,0.002,0.008,0.029,0.042,0,0.001,0.977,435
0.135,0.16,0.563,0.009,0.005,0.009,0.03,0.031,0.003,0.002,0.947,444
0.135,0.16,0.563,0.009,0.005,0.009,0.03,0.031,0.003,0.002,0.947,444
0.122,0.156,0.573,0.009,0.004,0.009,0.036,0.023,0.002,0.002,0.936,426
0.122,0.156,0.573,0.009,0.004,0.009,0.036,0.023,0.002,0.002,0.936,426
0.136,0.156,0.555,0.01,0.004,0.008,0.036,0.04,0,0.001,0.946,417
0.136,0.164,0.571,0.009,0.004,0.011,0.031,0.034,0.002,0.002,0.964,430
0.129,0.146,0.569,0.009,0.002,0.011,0.031,0.04,0,0.001,0.938,426
0.136,0.164,0.571,0.009,0.004,0.011,0.031,0.034,0.002,0.002,0.964,430
0.136,0.164,0.571,0.009,0.004,0.011,0.031,0.034,0.002,0.002,0.964,430
0.128,0.154,0.575,0.008,0.003,0.012,0.03,0.05,0.002,0.002,0.964,434
0.129,0.16,0.576,0.011,0.004,0.009,0.033,0.061,0.001,0.002,0.986,432
0.155,0.02,0.899,0.01,0.005,0.009,0.052,0.044,0.039,0.002,1.235,561
0.133,0.016,0.928,0.009,0.007,0.024,0.049,0.044,0.031,0.001,1.242,541
0.145,0.016,0.911,0.01,0.004,0.021,0.044,0.056,0.033,0.001,1.241,575
0.145,0.016,0.911,0.01,0.004,0.021,0.044,0.056,0.033,0.001,1.241,575
0.133,0.016,0.928,0.009,0.007,0.024,0.049,0.044,0.031,0.001,1.242,541
0.163,0.025,0.894,0.012,0.004,0.01,0.052,0.041,0.035,0.001,1.237,567
0.133,0.016,0.928,0.009,0.007,0.024,0.049,0.044,0.031,0.001,1.242,541
0.133,0.016,0.928,0.009,0.007,0.024,0.049,0.044,0.031,0.001,1.242,541
0.145,0.016,0.911,0.01,0.004,0.021,0.044,0.056,0.033,0.001,1.241,575
0.149,0.022,0.905,0.013,0.004,0.009,0.05,0.053,0.037,0.001,1.243,562
0.133,0.016,0.928,0.009,0.007,0.024,0.049,0.044,0.031,0.001,1.242,541
0.131,0.015,0.875,0.009,0.003,0.01,0.046,0.034,0.033,0.001,1.157,554
0.133,0.016,0.928,0.009,0.007,0.024,0.049,0.044,0.031,0.001,1.242,541
0.133,0.016,0.928,0.009,0.007,0.024,0.049,0.044,0.031,0.001,1.242,541
0.145,0.016,0.911,0.01,0.004,0.021,0.044,0.056,0.033,0.001,1.241,575
0.145,0.016,0.911,0.01,0.004,0.021,0.044,0.056,0.033,0.001,1.241,575
0.163,0.025,0.894,0.012,0.004,0.01,0.052,0.041,0.035,0.001,1.237,567
0.145,0.016,0.911,0.01,0.004,0.021,0.044,0.056,0.033,0.001,1.241,575
0.106,0.014,0.501,0.007,0.006,0.025,0.037,0.037,0.001,0.001,0.735,393
0.145,0.027,0.919,0.013,0.005,0.014,0.05,0.044,0.038,0.002,1.257,562
0.145,0.027,0.919,0.013,0.005,0.014,0.05,0.044,0.038,0.002,1.257,562
0.149,0.022,0.905,0.013,0.004,0.009,0.05,0.053,0.037,0.001,1.243,562
0.143,0.019,0.909,0.011,0.005,0.01,0.063,0.037,0.033,0.001,1.231,583
0.145,0.02,0.916,0.01,0.006,0.009,0.047,0.047,0.032,0.002,1.234,571
0.141,0.02,0.946,0.009,0.006,0.013,0.05,0.038,0.034,0.002,1.259,567
0.135,0.016,0.899,0.012,0.005,0.013,0.057,0.036,0.033,0.001,1.207,435
0.145,0.027,0.919,0.013,0.005,0.014,0.05,0.044,0.038,0.002,1.257,562
0.149,0.022,0.905,0.013,0.004,0.009,0.05,0.053,0.037,0.001,1.243,562
0.136,0.02,0.964,0.012,0.005,0.009,0.058,0.023,0.034,0.002,1.263,571
0.136,0.02,0.964,0.012,0.005,0.009,0.058,0.023,0.034,0.002,1.263,555
0.145,0.02,0.916,0.01,0.006,0.009,0.047,0.047,0.032,0.002,1.234,571
0.142,0.023,0.942,0.011,0.005,0.009,0.034,0.036,0.032,0.002,1.236,570
0.125,0.153,0.556,0.007,0.002,0.024,0.028,0.032,0.002,0.002,0.931,446
0.13,0.188,0.569,0.007,0.001,0.02,0.037,0.036,0.002,0.002,0.992,425
0.13,0.188,0.569,0.007,0.001,0.02,0.037,0.036,0.002,0.002,0.992,425
0.129,0.149,0.554,0.008,0.002,0.011,0.029,0.027,0.002,0.001,0.912,426
0.123,0.136,0.52,0.008,0.003,0.01,0.027,0.046,0.001,0.001,0.875,416
0.123,0.136,0.52,0.008,0.003,0.01,0.027,0.046,0.001,0.001,0.875,416
0.13,0.188,0.569,0.007,0.001,0.02,0.037,0.036,0.002,0.002,0.992,425
0.188,0.009,1.036,0.008,0.006,0.014,0.037,0.08,0.001,0.001,1.38,486
0.188,0.009,1.036,0.008,0.006,0.014,0.037,0.08,0.001,0.001,1.38,486
0.14,0.012,0.876,0.013,0.007,0.014,0.043,0.039,0.035,0.002,1.181,556
0.158,0.027,1.017,0.009,0.006,0.011,0.045,0.025,0.035,0.002,1.335,596
0.075,0.014,0.529,0.011,0.007,0.02,0.036,0.036,0.03,0.001,0.759,463
0.075,0.014,0.529,0.011,0.007,0.02,0.036,0.036,0.03,0.001,0.759,463
0.075,0.014,0.529,0.011,0.007,0.02,0.036,0.036,0.03,0.001,0.759,463
0.075,0.014,0.529,0.011,0.007,0.02,0.036,0.036,0.03,0.001,0.759,463
0.128,0.155,0.53,0.011,0.006,0.027,0.032,0.052,0.001,0.002,0.944,450
0.139,0.164,0.543,0.007,0.005,0.023,0.033,0.079,0.001,0.002,0.996,448
0.139,0.164,0.543,0.007,0.005,0.023,0.033,0.079,0.001,0.002,0.996,448
0.139,0.159,0.547,0.01,0.004,0.012,0.034,0.047,0.002,0.002,0.956,454
0.143,0.132,0.561,0.008,0.006,0.009,0.032,0.05,0.001,0.002,0.944,438
0.141,0.153,0.531,0.005,0.004,0.022,0.029,0.051,0.002,0.001,0.939,447
0.132,0.166,0.583,0.016,0.008,0.031,0.034,0.058,0.004,0.002,1.034,423
0.132,0.166,0.583,0.016,0.008,0.031,0.034,0.058,0.004,0.002,1.034,423
0.128,0.169,0.551,0.01,0.007,0.012,0.034,0.049,0.004,0.002,0.966,438
0.128,0.169,0.551,0.01,0.007,0.012,0.034,0.049,0.004,0.002,0.966,438
0.132,0.166,0.583,0.016,0.008,0.031,0.034,0.058,0.004,0.002,1.034,432
0.128,0.169,0.551,0.01,0.007,0.012,0.034,0.049,0.004,0.002,0.966,438
0.128,0.169,0.551,0.01,0.007,0.012,0.034,0.049,0.004,0.002,0.966,438
0.128,0.169,0.551,0.01,0.007,0.012,0.034,0.049,0.004,0.002,0.966,438
0.128,0.169,0.551,0.01,0.007,0.012,0.034,0.049,0.004,0.002,0.966,438
0.128,0.169,0.551,0.01,0.007,0.012,0.034,0.049,0.004,0.002,0.966,438
0.134,0.179,0.551,0.01,0.004,0.008,0.036,0.045,0.002,0.001,0.97,444
0.119,0.123,0.569,0.008,0.004,0.008,0.042,0.046,0,0.002,0.921,427
0.128,0.169,0.551,0.01,0.007,0.012,0.034,0.049,0.004,0.002,0.966,438
0.126,0.19,0.57,0.01,0.003,0.009,0.034,0.041,0.002,0.001,0.986,430
0.156,0.152,0.553,0.011,0.003,0.009,0.036,0.04,0,0.001,0.961,417
0.156,0.152,0.553,0.011,0.003,0.009,0.036,0.04,0,0.001,0.961,431
0.156,0.152,0.553,0.011,0.003,0.009,0.036,0.04,0,0.001,0.961,453
0.132,0.149,0.572,0.009,0.003,0.008,0.029,0.037,0,0.001,0.94,423
0.13,0.152,0.566,0.007,0.002,0.02,0.024,0.05,0,0.001,0.952,449
0.13,0.152,0.566,0.007,0.002,0.02,0.024,0.05,0,0.001,0.952,446
0.13,0.152,0.566,0.007,0.002,0.02,0.024,0.05,0,0.001,0.952,448
0.115,0.03,0.64,0.021,0.005,0.013,0.023,0.038,0,0.001,0.886,440
0.115,0.03,0.64,0.021,0.005,0.013,0.023,0.038,0,0.001,0.886,440
0.117,0.01,0.553,0.01,0.008,0.021,0.038,0.05,0,0.001,0.808,436
0.117,0.01,0.553,0.01,0.008,0.021,0.038,0.05,0,0.001,0.808,436
0.115,0.03,0.64,0.021,0.005,0.013,0.023,0.038,0,0.001,0.886,440
0.115,0.03,0.64,0.021,0.005,0.013,0.023,0.038,0,0.001,0.886,440
0.137,0.019,0.91,0.011,0.007,0.01,0.05,0.041,0.037,0.002,1.224,561
0.137,0.019,0.91,0.011,0.007,0.01,0.05,0.041,0.037,0.002,1.224,561
0.159,0.187,0.895,0.008,0.003,0.008,0.028,0.03,0.034,0.002,1.354,570
0.143,0.019,0.909,0.011,0.005,0.01,0.063,0.037,0.033,0.001,1.231,583
0.155,0.02,0.899,0.01,0.005,0.009,0.052,0.044,0.039,0.002,1.235,561
0.155,0.02,0.899,0.01,0.005,0.009,0.052,0.044,0.039,0.002,1.235,561
0.149,0.014,0.885,0.01,0.006,0.01,0.055,0.049,0.03,0.002,1.21,560
0.141,0.199,0.906,0.007,0.005,0.018,0.034,0.032,0.032,0.002,1.376,577
0.141,0.199,0.906,0.007,0.005,0.018,0.034,0.032,0.032,0.002,1.376,577
0.144,0.019,0.933,0.016,0.006,0.012,0.044,0.027,0.034,0.002,1.237,571
0.142,0.028,0.882,0.01,0.006,0.007,0.029,0.034,0.036,0.002,1.176,551
0.102,0.015,0.476,0.007,0.008,0.015,0.042,0.044,0.002,0.001,0.712,386
0.102,0.015,0.476,0.007,0.008,0.015,0.042,0.044,0.002,0.001,0.712,386
0.098,0.014,0.504,0.012,0.007,0.011,0.034,0.04,0.002,0.001,0.723,422
0.098,0.014,0.504,0.012,0.007,0.011,0.034,0.04,0.002,0.001,0.723,422
0.092,0.018,0.497,0.008,0.006,0.017,0.044,0.03,0.004,0.002,0.718,393
0.092,0.018,0.497,0.008,0.006,0.017,0.044,0.03,0.004,0.002,0.718,393
0.096,0.015,0.55,0.009,0.005,0.013,0.042,0.025,0.004,0.001,0.76,423
0.096,0.015,0.55,0.009,0.005,0.013,0.042,0.025,0.004,0.001,0.76,423
0.096,0.015,0.55,0.009,0.005,0.013,0.042,0.025,0.004,0.001,0.76,423
0.094,0.022,0.494,0.006,0.006,0.014,0.044,0.035,0.004,0.002,0.721,412
0.096,0.015,0.55,0.009,0.005,0.013,0.042,0.025,0.004,0.001,0.76,423
0.096,0.015,0.55,0.009,0.005,0.013,0.042,0.025,0.004,0.001,0.76,423
0.102,0.011,0.548,0.019,0.007,0.012,0.045,0.028,0.002,0.001,0.775,345
0.104,0.012,0.518,0.008,0.006,0.02,0.047,0.042,0.001,0.001,0.759,409
0.105,0.027,0.517,0.007,0.007,0.019,0.038,0.032,0.003,0.002,0.757,409
0.145,0.191,0.876,0.014,0.006,0.015,0.032,0.034,0.02,0.002,1.335,550
0.145,0.191,0.876,0.014,0.006,0.015,0.032,0.034,0.02,0.002,1.335,550
0.141,0.02,0.946,0.009,0.006,0.013,0.05,0.038,0.034,0.002,1.259,578
0.147,0.178,0.938,0.022,0.004,0.009,0.031,0.035,0.035,0.002,1.401,589
0.142,0.023,0.942,0.011,0.005,0.009,0.034,0.036,0.032,0.002,1.236,585
0.143,0.019,0.909,0.011,0.005,0.01,0.063,0.037,0.033,0.001,1.231,560
0.135,0.016,0.899,0.012,0.005,0.013,0.057,0.036,0.033,0.001,1.207,548
0.149,0.022,0.905,0.013,0.004,0.009,0.05,0.053,0.037,0.001,1.243,580
0.112,0.023,0.526,0.009,0.008,0.026,0.045,0.038,0.002,0.002,0.791,423
0.095,0.018,0.519,0.007,0.004,0.028,0.037,0.036,0.004,0.001,0.749,433
0.102,0.011,0.548,0.019,0.007,0.012,0.045,0.028,0.002,0.001,0.775,396
0.102,0.015,0.476,0.007,0.008,0.015,0.042,0.044,0.002,0.001,0.712,386
0.106,0.013,0.495,0.012,0.009,0.024,0.043,0.033,0.002,0.001,0.738,401
0.096,0.017,0.517,0.008,0.005,0.026,0.035,0.023,0.004,0.001,0.732,405
0.099,0.011,0.515,0.014,0.007,0.025,0.045,0.023,0.002,0.001,0.742,426
0.104,0.015,0.504,0.009,0.007,0.011,0.042,0.027,0.002,0.001,0.722,434
0.101,0.016,0.516,0.008,0.005,0.019,0.044,0.031,0.001,0.002,0.743,409
0.101,0.016,0.516,0.008,0.005,0.019,0.044,0.031,0.001,0.002,0.743,409
0.104,0.017,0.532,0.01,0.007,0.022,0.04,0.041,0.005,0.002,0.78,418
0.168,0.011,1.006,0.013,0.004,0.01,0.042,0.033,0.001,0.001,1.289,480
0.168,0.011,1.006,0.013,0.004,0.01,0.042,0.033,0.001,0.001,1.289,480
0.168,0.011,1.006,0.013,0.004,0.01,0.042,0.033,0.001,0.001,1.289,480
0.168,0.01,1.005,0.011,0.007,0.018,0.025,0.042,0.002,0.001,1.289,492
0.168,0.011,1.006,0.013,0.004,0.01,0.042,0.033,0.001,0.001,1.289,480
0.095,0.018,0.519,0.007,0.004,0.028,0.037,0.036,0.004,0.001,0.749,427
0.107,0.03,0.504,0.012,0.004,0.014,0.047,0.044,0.002,0.003,0.767,412
0.1,0.022,0.517,0.006,0.005,0.02,0.044,0.028,0.002,0.002,0.746,403
0.099,0.011,0.515,0.014,0.007,0.025,0.045,0.023,0.002,0.001,0.742,426
0.137,0.019,0.91,0.011,0.007,0.01,0.05,0.041,0.037,0.002,1.224,561
0.137,0.019,0.91,0.011,0.007,0.01,0.05,0.041,0.037,0.002,1.224,561
0.137,0.019,0.91,0.011,0.007,0.01,0.05,0.041,0.037,0.002,1.224,561
0.137,0.019,0.91,0.011,0.007,0.01,0.05,0.041,0.037,0.002,1.224,561
0.137,0.019,0.91,0.011,0.007,0.01,0.05,0.041,0.037,0.002,1.224,561
0.137,0.019,0.91,0.011,0.007,0.01,0.05,0.041,0.037,0.002,1.224,561
0.137,0.019,0.91,0.011,0.007,0.01,0.05,0.041,0.037,0.002,1.224,561
0.137,0.019,0.91,0.011,0.007,0.01,0.05,0.041,0.037,0.002,1.224,561
0.164,0.016,1.02,0.008,0.007,0.027,0.044,0.036,0.002,0.001,1.325,475
0.164,0.016,1.02,0.008,0.007,0.027,0.044,0.036,0.002,0.001,1.325,475
0.144,0.129,0.522,0.012,0.007,0.027,0.031,0.032,0.003,0.001,0.908,399
0.12,0.14,0.552,0.007,0.004,0.02,0.035,0.04,0.002,0.002,0.922,444
0.14,0.155,0.576,0.009,0.004,0.012,0.032,0.048,0.001,0.002,0.979,429
0.127,0.142,0.55,0.009,0.004,0.019,0.033,0.05,0.001,0.002,0.937,427
0.126,0.165,0.593,0.009,0.003,0.022,0.03,0.032,0.002,0.002,0.984,445
0.126,0.164,0.565,0.01,0.004,0.009,0.039,0.032,0.002,0.002,0.953,436
0.125,0.147,0.578,0.012,0.002,0.009,0.028,0.048,0.001,0.002,0.952,453
0.126,0.168,0.563,0.012,0.004,0.02,0.035,0.032,0.001,0.002,0.963,446
0.131,0.153,0.573,0.018,0.005,0.009,0.032,0.028,0.002,0.002,0.953,409
0.12,0.15,0.528,0.014,0.002,0.009,0.032,0.028,0.001,0.002,0.886,418
0.102,0.011,0.548,0.019,0.007,0.012,0.045,0.028,0.002,0.001,0.775,412
0.101,0.015,0.523,0.01,0.01,0.024,0.044,0.042,0.002,0.001,0.772,417
0.186,0.123,1.321,0.008,0.005,0.022,0.034,0.038,0.003,0.002,1.742,575
0.18,0.163,1.315,0.014,0.007,0.019,0.033,0.054,0.002,0.002,1.789,551
0.18,0.163,1.315,0.014,0.007,0.019,0.033,0.054,0.002,0.002,1.789,551
0.18,0.163,1.315,0.014,0.007,0.019,0.033,0.054,0.002,0.002,1.789,551
0.18,0.163,1.315,0.014,0.007,0.019,0.033,0.054,0.002,0.002,1.789,551
0.189,0.159,1.313,0.007,0.004,0.028,0.029,0.035,0.002,0.002,1.768,574
0.181,0.154,1.319,0.01,0.005,0.013,0.048,0.038,0.001,0.002,1.771,599
0.181,0.175,1.328,0.012,0.004,0.008,0.035,0.04,0.003,0.002,1.788,559
0.181,0.175,1.328,0.012,0.004,0.008,0.035,0.04,0.003,0.002,1.788,559
0.181,0.175,1.328,0.012,0.004,0.008,0.035,0.04,0.003,0.002,1.788,559
0.094,0.021,0.52,0.014,0.007,0.011,0.035,0.036,0.003,0.002,0.743,414
0.181,0.154,1.319,0.01,0.005,0.013,0.048,0.038,0.001,0.002,1.771,599
0.114,0.015,0.506,0.008,0.004,0.012,0.043,0.028,0.002,0.002,0.734,407
0.189,0.159,1.313,0.007,0.004,0.028,0.029,0.035,0.002,0.002,1.768,574
0.183,0.153,1.325,0.01,0.003,0.021,0.039,0.043,0.002,0.002,1.781,581
0.19,0.152,1.303,0.009,0.004,0.019,0.032,0.038,0.002,0.002,1.751,590
0.181,0.154,1.319,0.01,0.005,0.013,0.048,0.038,0.001,0.002,1.771,599
0.177,0.152,1.278,0.007,0.005,0.015,0.033,0.031,0.002,0.002,1.702,586
0.189,0.159,1.313,0.007,0.004,0.028,0.029,0.035,0.002,0.002,1.768,574
0.177,0.152,1.278,0.007,0.005,0.015,0.033,0.031,0.002,0.002,1.702,586
0.098,0.022,0.475,0.008,0.007,0.011,0.038,0.033,0.001,0.002,0.695,409
0.099,0.018,0.509,0.01,0.006,0.009,0.03,0.05,0.002,0.001,0.734,455
0.121,0.149,0.738,0.008,0.005,0.018,0.032,0.038,0.002,0.001,1.112,468
0.117,0.161,0.788,0.011,0.006,0.013,0.03,0.05,0.002,0.002,1.18,461
0.118,0.139,0.761,0.013,0.004,0.012,0.02,0.044,0.002,0.001,1.114,466
0.129,0.13,0.806,0.019,0.006,0.012,0.015,0.047,0.007,0.002,1.173,455
0.118,0.139,0.761,0.013,0.004,0.012,0.02,0.044,0.002,0.001,1.114,466
0.129,0.13,0.806,0.019,0.006,0.012,0.015,0.047,0.007,0.002,1.173,455
0.154,0.017,1.035,0.008,0.006,0.015,0.035,0.037,0.003,0.001,1.311,491
0.154,0.017,1.035,0.008,0.006,0.015,0.035,0.037,0.003,0.001,1.311,491
0.162,0.019,0.993,0.014,0.006,0.012,0.037,0.04,0.002,0.001,1.286,486
0.162,0.019,0.993,0.014,0.006,0.012,0.037,0.04,0.002,0.001,1.286,486
0.162,0.019,0.993,0.014,0.006,0.012,0.037,0.04,0.002,0.001,1.286,486
0.162,0.019,0.993,0.014,0.006,0.012,0.037,0.04,0.002,0.001,1.286,486
0.154,0.016,1.018,0.008,0.008,0.013,0.04,0.037,0.002,0.001,1.297,491
0.154,0.016,1.018,0.008,0.008,0.013,0.04,0.037,0.002,0.001,1.297,491
0.113,0.013,0.518,0.01,0.008,0.011,0.046,0.025,0.001,0.001,0.746,411
0.113,0.013,0.518,0.01,0.008,0.011,0.046,0.025,0.001,0.001,0.746,411
0.11,0.009,0.541,0.01,0.01,0.028,0.042,0.05,0.001,0.001,0.802,409
0.109,0.016,0.504,0.009,0.005,0.023,0.03,0.035,0.002,0.002,0.735,413
0.096,0.012,0.507,0.009,0.007,0.025,0.043,0.034,0.001,0.001,0.735,404
0.098,0.017,0.513,0.01,0.004,0.02,0.045,0.032,0.001,0.002,0.742,427
0.107,0.017,0.506,0.01,0.004,0.023,0.042,0.037,0.002,0.002,0.75,410
0.106,0.022,0.496,0.007,0.005,0.026,0.045,0.037,0.002,0.002,0.748,418
0.121,0.149,0.738,0.008,0.005,0.018,0.032,0.038,0.002,0.001,1.112,468
0.128,0.156,0.75,0.008,0.003,0.011,0.023,0.046,0.003,0.002,1.13,462
0.117,0.161,0.788,0.011,0.006,0.013,0.03,0.05,0.002,0.002,1.18,461
0.097,0.015,0.489,0.007,0.005,0.022,0.044,0.055,0.002,0.002,0.738,457
0.101,0.015,0.492,0.007,0.006,0.02,0.043,0.027,0.002,0.001,0.714,413
0.096,0.017,0.517,0.008,0.005,0.026,0.035,0.023,0.004,0.001,0.732,405
0.093,0.018,0.518,0.008,0.004,0.017,0.036,0.031,0.003,0.002,0.73,435
0.102,0.011,0.497,0.01,0.011,0.026,0.044,0.045,0.002,0.001,0.749,411
0.102,0.011,0.497,0.01,0.011,0.026,0.044,0.045,0.002,0.001,0.749,411
0.128,0.174,0.584,0.009,0.002,0.008,0.029,0.042,0,0.001,0.977,435
0.134,0.177,0.542,0.012,0.004,0.01,0.036,0.04,0.001,0.001,0.957,469
0.13,0.161,0.556,0.014,0.005,0.024,0.033,0.045,0.002,0.002,0.972,434
0.13,0.161,0.556,0.014,0.005,0.024,0.033,0.045,0.002,0.002,0.972,434
0.13,0.161,0.556,0.014,0.005,0.024,0.033,0.045,0.002,0.002,0.972,434
0.13,0.161,0.556,0.014,0.005,0.024,0.033,0.045,0.002,0.002,0.972,434
0.123,0.154,0.544,0.009,0.002,0.019,0.034,0.044,0.001,0.002,0.932,416
0.13,0.161,0.556,0.014,0.005,0.024,0.033,0.045,0.002,0.002,0.972,434
0.139,0.164,0.542,0.007,0.003,0.026,0.033,0.052,0.002,0.002,0.97,457
0.131,0.157,0.571,0.008,0.003,0.012,0.035,0.033,0.002,0.002,0.954,435
0.123,0.15,0.538,0.005,0.008,0.028,0.034,0.037,0.002,0.002,0.927,449
0.135,0.159,0.526,0.007,0.004,0.018,0.025,0.033,0,0.002,0.909,437
0.136,0.157,0.571,0.005,0.004,0.021,0.035,0.036,0.002,0.002,0.969,448
0.126,0.194,0.573,0.01,0.004,0.01,0.035,0.046,0.002,0.002,1.002,442
0.168,0.01,1.005,0.011,0.007,0.018,0.025,0.042,0.002,0.001,1.289,488
